미세먼지농도
[검색조건]
지점명 : , 자료구분:일자료 , 기간 : 20160101 ~ 20181231

지점번호,지점명,일자,미세먼지농도(㎍/㎥)
93,북춘천,2017-03-03,41
94,광덕산,2017-03-03,37
100,대관령,2017-03-03,32
102,백령도,2017-03-03,42
108,서울,2017-03-03,38
115,울릉도독도(감),2017-03-03,14
116,관악산,2017-03-03,34
119,수원,2017-03-03,46
121,영월,2017-03-03,33
130,울진,2017-03-03,29
132,안면도(감),2017-03-03,31
135,추풍령,2017-03-03,26
136,안동,2017-03-03,36
140,군산,2017-03-03,33
143,대구,2017-03-03,39
146,전주,2017-03-03,29
152,울산,2017-03-03,25
156,광주,2017-03-03,34
160,부산(레),2017-03-03,20
169,흑산도,2017-03-03,22
185,고산,2017-03-03,23
192,진주,2017-03-03,21
201,강화,2017-03-03,36
229,북격렬비도 *,2017-03-03,27
232,천안,2017-03-03,41
268,진도군,2017-03-03,29
273,문경,2017-03-03,30
501,연평도,2017-03-03,32
90,속초,2017-03-04,52
93,북춘천,2017-03-04,57
94,광덕산,2017-03-04,48
100,대관령,2017-03-04,41
102,백령도,2017-03-04,30
108,서울,2017-03-04,44
115,울릉도독도(감),2017-03-04,23
116,관악산,2017-03-04,29
119,수원,2017-03-04,48
121,영월,2017-03-04,39
130,울진,2017-03-04,31
132,안면도(감),2017-03-04,33
135,추풍령,2017-03-04,34
136,안동,2017-03-04,40
140,군산,2017-03-04,41
143,대구,2017-03-04,41
146,전주,2017-03-04,41
152,울산,2017-03-04,35
156,광주,2017-03-04,37
160,부산(레),2017-03-04,22
169,흑산도,2017-03-04,18
185,고산,2017-03-04,15
192,진주,2017-03-04,26
201,강화,2017-03-04,48
229,북격렬비도 *,2017-03-04,22
232,천안,2017-03-04,48
268,진도군,2017-03-04,24
273,문경,2017-03-04,38
501,연평도,2017-03-04,31
90,속초,2017-03-05,49
93,북춘천,2017-03-05,57
94,광덕산,2017-03-05,41
100,대관령,2017-03-05,48
102,백령도,2017-03-05,40
108,서울,2017-03-05,46
115,울릉도독도(감),2017-03-05,24
116,관악산,2017-03-05,44
119,수원,2017-03-05,54
121,영월,2017-03-05,47
130,울진,2017-03-05,29
132,안면도(감),2017-03-05,35
135,추풍령,2017-03-05,34
136,안동,2017-03-05,42
140,군산,2017-03-05,47
143,대구,2017-03-05,46
146,전주,2017-03-05,36
152,울산,2017-03-05,31
156,광주,2017-03-05,36
160,부산(레),2017-03-05,18
169,흑산도,2017-03-05,29
185,고산,2017-03-05,20
192,진주,2017-03-05,26
201,강화,2017-03-05,57
229,북격렬비도 *,2017-03-05,35
232,천안,2017-03-05,58
268,진도군,2017-03-05,29
273,문경,2017-03-05,44
501,연평도,2017-03-05,41
90,속초,2017-03-06,37
93,북춘천,2017-03-06,29
94,광덕산,2017-03-06,24
100,대관령,2017-03-06,25
102,백령도,2017-03-06,26
108,서울,2017-03-06,35
115,울릉도독도(감),2017-03-06,16
116,관악산,2017-03-06,28
119,수원,2017-03-06,34
121,영월,2017-03-06,28
130,울진,2017-03-06,27
132,안면도(감),2017-03-06,35
135,추풍령,2017-03-06,27
136,안동,2017-03-06,35
140,군산,2017-03-06,29
143,대구,2017-03-06,33
146,전주,2017-03-06,34
152,울산,2017-03-06,27
156,광주,2017-03-06,31
160,부산(레),2017-03-06,30
169,흑산도,2017-03-06,28
185,고산,2017-03-06,30
192,진주,2017-03-06,23
201,강화,2017-03-06,32
229,북격렬비도 *,2017-03-06,29
232,천안,2017-03-06,33
268,진도군,2017-03-06,33
273,문경,2017-03-06,34
501,연평도,2017-03-06,33
90,속초,2017-03-07,24
93,북춘천,2017-03-07,25
94,광덕산,2017-03-07,27
100,대관령,2017-03-07,25
102,백령도,2017-03-07,26
108,서울,2017-03-07,30
115,울릉도독도(감),2017-03-07,13
116,관악산,2017-03-07,29
119,수원,2017-03-07,31
121,영월,2017-03-07,22
130,울진,2017-03-07,22
132,안면도(감),2017-03-07,25
135,추풍령,2017-03-07,20
136,안동,2017-03-07,25
140,군산,2017-03-07,22
143,대구,2017-03-07,24
146,전주,2017-03-07,23
152,울산,2017-03-07,21
156,광주,2017-03-07,22
160,부산(레),2017-03-07,20
169,흑산도,2017-03-07,21
185,고산,2017-03-07,21
192,진주,2017-03-07,15
201,강화,2017-03-07,30
229,북격렬비도 *,2017-03-07,23
232,천안,2017-03-07,26
268,진도군,2017-03-07,20
273,문경,2017-03-07,26
501,연평도,2017-03-07,31
90,속초,2017-03-08,32
93,북춘천,2017-03-08,36
94,광덕산,2017-03-08,33
100,대관령,2017-03-08,35
102,백령도,2017-03-08,39
108,서울,2017-03-08,42
115,울릉도독도(감),2017-03-08,14
116,관악산,2017-03-08,35
119,수원,2017-03-08,43
121,영월,2017-03-08,30
130,울진,2017-03-08,27
132,안면도(감),2017-03-08,37
135,추풍령,2017-03-08,22
136,안동,2017-03-08,33
140,군산,2017-03-08,32
143,대구,2017-03-08,29
146,전주,2017-03-08,29
152,울산,2017-03-08,23
156,광주,2017-03-08,30
160,부산(레),2017-03-08,24
169,흑산도,2017-03-08,28
185,고산,2017-03-08,26
192,진주,2017-03-08,24
201,강화,2017-03-08,42
229,북격렬비도 *,2017-03-08,38
232,천안,2017-03-08,35
268,진도군,2017-03-08,28
273,문경,2017-03-08,31
501,연평도,2017-03-08,39
90,속초,2017-03-09,33
93,북춘천,2017-03-09,36
94,광덕산,2017-03-09,32
100,대관령,2017-03-09,37
102,백령도,2017-03-09,36
108,서울,2017-03-09,45
115,울릉도독도(감),2017-03-09,20
116,관악산,2017-03-09,34
119,수원,2017-03-09,49
121,영월,2017-03-09,31
130,울진,2017-03-09,36
132,안면도(감),2017-03-09,47
135,추풍령,2017-03-09,34
136,안동,2017-03-09,45
140,군산,2017-03-09,51
143,대구,2017-03-09,41
146,전주,2017-03-09,43
152,울산,2017-03-09,35
156,광주,2017-03-09,47
160,부산(레),2017-03-09,36
169,흑산도,2017-03-09,44
185,고산,2017-03-09,43
192,진주,2017-03-09,33
201,강화,2017-03-09,45
229,북격렬비도 *,2017-03-09,45
232,천안,2017-03-09,52
268,진도군,2017-03-09,48
273,문경,2017-03-09,43
501,연평도,2017-03-09,40
90,속초,2017-03-10,32
93,북춘천,2017-03-10,39
94,광덕산,2017-03-10,33
100,대관령,2017-03-10,27
102,백령도,2017-03-10,30
108,서울,2017-03-10,44
115,울릉도독도(감),2017-03-10,17
116,관악산,2017-03-10,32
119,수원,2017-03-10,42
121,영월,2017-03-10,28
130,울진,2017-03-10,26
132,안면도(감),2017-03-10,34
135,추풍령,2017-03-10,29
136,안동,2017-03-10,33
140,군산,2017-03-10,38
143,대구,2017-03-10,36
146,전주,2017-03-10,40
152,울산,2017-03-10,31
156,광주,2017-03-10,46
160,부산(레),2017-03-10,34
169,흑산도,2017-03-10,44
185,고산,2017-03-10,38
192,진주,2017-03-10,28
201,강화,2017-03-10,37
229,북격렬비도 *,2017-03-10,27
232,천안,2017-03-10,39
268,진도군,2017-03-10,43
273,문경,2017-03-10,27
501,연평도,2017-03-10,30
90,속초,2017-03-11,32
93,북춘천,2017-03-11,41
94,광덕산,2017-03-11,35
100,대관령,2017-03-11,29
102,백령도,2017-03-11,36
108,서울,2017-03-11,50
115,울릉도독도(감),2017-03-11,15
116,관악산,2017-03-11,42
119,수원,2017-03-11,65
121,영월,2017-03-11,36
130,울진,2017-03-11,28
132,안면도(감),2017-03-11,37
135,추풍령,2017-03-11,36
136,안동,2017-03-11,39
140,군산,2017-03-11,48
143,대구,2017-03-11,48
146,전주,2017-03-11,38
152,울산,2017-03-11,30
156,광주,2017-03-11,47
160,부산(레),2017-03-11,30
169,흑산도,2017-03-11,31
185,고산,2017-03-11,25
192,진주,2017-03-11,31
201,강화,2017-03-11,62
229,북격렬비도 *,2017-03-11,33
232,천안,2017-03-11,55
268,진도군,2017-03-11,41
273,문경,2017-03-11,29
501,연평도,2017-03-11,34
90,속초,2017-03-12,52
93,북춘천,2017-03-12,65
94,광덕산,2017-03-12,60
100,대관령,2017-03-12,52
102,백령도,2017-03-12,46
108,서울,2017-03-12,64
115,울릉도독도(감),2017-03-12,17
116,관악산,2017-03-12,60
119,수원,2017-03-12,77
121,영월,2017-03-12,53
130,울진,2017-03-12,34
132,안면도(감),2017-03-12,57
135,추풍령,2017-03-12,46
136,안동,2017-03-12,43
140,군산,2017-03-12,76
143,대구,2017-03-12,50
146,전주,2017-03-12,53
152,울산,2017-03-12,38
156,광주,2017-03-12,50
160,부산(레),2017-03-12,32
169,흑산도,2017-03-12,44
185,고산,2017-03-12,25
192,진주,2017-03-12,36
201,강화,2017-03-12,77
229,북격렬비도 *,2017-03-12,42
232,천안,2017-03-12,73
268,진도군,2017-03-12,50
273,문경,2017-03-12,49
501,연평도,2017-03-12,48
90,속초,2017-03-13,37
93,북춘천,2017-03-13,46
94,광덕산,2017-03-13,33
100,대관령,2017-03-13,37
102,백령도,2017-03-13,48
108,서울,2017-03-13,55
115,울릉도독도(감),2017-03-13,20
116,관악산,2017-03-13,46
119,수원,2017-03-13,63
121,영월,2017-03-13,51
130,울진,2017-03-13,34
132,안면도(감),2017-03-13,48
135,추풍령,2017-03-13,46
136,안동,2017-03-13,49
140,군산,2017-03-13,52
143,대구,2017-03-13,57
146,전주,2017-03-13,58
152,울산,2017-03-13,41
156,광주,2017-03-13,47
160,부산(레),2017-03-13,41
169,흑산도,2017-03-13,42
185,고산,2017-03-13,36
192,진주,2017-03-13,34
201,강화,2017-03-13,52
229,북격렬비도 *,2017-03-13,45
232,천안,2017-03-13,64
268,진도군,2017-03-13,50
273,문경,2017-03-13,43
501,연평도,2017-03-13,46
90,속초,2017-03-14,32
93,북춘천,2017-03-14,36
94,광덕산,2017-03-14,27
100,대관령,2017-03-14,26
102,백령도,2017-03-14,51
108,서울,2017-03-14,48
115,울릉도독도(감),2017-03-14,21
116,관악산,2017-03-14,40
119,수원,2017-03-14,51
121,영월,2017-03-14,29
130,울진,2017-03-14,22
132,안면도(감),2017-03-14,42
135,추풍령,2017-03-14,37
136,안동,2017-03-14,31
140,군산,2017-03-14,44
143,대구,2017-03-14,39
146,전주,2017-03-14,47
152,울산,2017-03-14,25
156,광주,2017-03-14,39
160,부산(레),2017-03-14,30
169,흑산도,2017-03-14,40
185,고산,2017-03-14,33
192,진주,2017-03-14,33
201,강화,2017-03-14,42
229,북격렬비도 *,2017-03-14,43
232,천안,2017-03-14,51
268,진도군,2017-03-14,38
273,문경,2017-03-14,34
501,연평도,2017-03-14,38
90,속초,2017-03-15,36
93,북춘천,2017-03-15,28
94,광덕산,2017-03-15,20
100,대관령,2017-03-15,23
102,백령도,2017-03-15,41
108,서울,2017-03-15,37
115,울릉도독도(감),2017-03-15,15
116,관악산,2017-03-15,31
119,수원,2017-03-15,48
121,영월,2017-03-15,26
130,울진,2017-03-15,24
132,안면도(감),2017-03-15,31
135,추풍령,2017-03-15,34
136,안동,2017-03-15,23
140,군산,2017-03-15,42
143,대구,2017-03-15,25
146,전주,2017-03-15,40
152,울산,2017-03-15,21
156,광주,2017-03-15,37
160,부산(레),2017-03-15,21
169,흑산도,2017-03-15,29
185,고산,2017-03-15,26
192,진주,2017-03-15,30
201,강화,2017-03-15,36
229,북격렬비도 *,2017-03-15,34
232,천안,2017-03-15,42
268,진도군,2017-03-15,31
273,문경,2017-03-15,23
501,연평도,2017-03-15,37
90,속초,2017-03-16,32
93,북춘천,2017-03-16,42
94,광덕산,2017-03-16,39
100,대관령,2017-03-16,31
102,백령도,2017-03-16,51
108,서울,2017-03-16,56
115,울릉도독도(감),2017-03-16,10
116,관악산,2017-03-16,44
119,수원,2017-03-16,56
121,영월,2017-03-16,37
130,울진,2017-03-16,30
132,안면도(감),2017-03-16,41
135,추풍령,2017-03-16,32
136,안동,2017-03-16,34
140,군산,2017-03-16,45
143,대구,2017-03-16,
146,전주,2017-03-16,40
152,울산,2017-03-16,27
156,광주,2017-03-16,35
160,부산(레),2017-03-16,26
169,흑산도,2017-03-16,34
185,고산,2017-03-16,21
192,진주,2017-03-16,29
201,강화,2017-03-16,55
229,북격렬비도 *,2017-03-16,49
232,천안,2017-03-16,46
268,진도군,2017-03-16,32
273,문경,2017-03-16,36
501,연평도,2017-03-16,47
90,속초,2017-03-17,38
93,북춘천,2017-03-17,54
94,광덕산,2017-03-17,50
100,대관령,2017-03-17,32
102,백령도,2017-03-17,45
108,서울,2017-03-17,63
115,울릉도독도(감),2017-03-17,17
116,관악산,2017-03-17,53
119,수원,2017-03-17,72
121,영월,2017-03-17,42
130,울진,2017-03-17,37
132,안면도(감),2017-03-17,42
135,추풍령,2017-03-17,
136,안동,2017-03-17,43
140,군산,2017-03-17,64
143,대구,2017-03-17,48
146,전주,2017-03-17,53
152,울산,2017-03-17,40
156,광주,2017-03-17,46
160,부산(레),2017-03-17,38
169,흑산도,2017-03-17,36
185,고산,2017-03-17,32
192,진주,2017-03-17,32
201,강화,2017-03-17,68
229,북격렬비도 *,2017-03-17,38
232,천안,2017-03-17,57
268,진도군,2017-03-17,45
273,문경,2017-03-17,40
501,연평도,2017-03-17,50
90,속초,2017-03-18,55
93,북춘천,2017-03-18,53
94,광덕산,2017-03-18,56
100,대관령,2017-03-18,44
102,백령도,2017-03-18,44
108,서울,2017-03-18,63
115,울릉도독도(감),2017-03-18,29
116,관악산,2017-03-18,44
119,수원,2017-03-18,68
121,영월,2017-03-18,41
130,울진,2017-03-18,42
132,안면도(감),2017-03-18,42
135,추풍령,2017-03-18,36
136,안동,2017-03-18,46
140,군산,2017-03-18,56
143,대구,2017-03-18,59
146,전주,2017-03-18,55
152,울산,2017-03-18,43
156,광주,2017-03-18,55
160,부산(레),2017-03-18,36
169,흑산도,2017-03-18,31
185,고산,2017-03-18,22
192,진주,2017-03-18,40
201,강화,2017-03-18,64
229,북격렬비도 *,2017-03-18,34
232,천안,2017-03-18,53
268,진도군,2017-03-18,46
273,문경,2017-03-18,48
501,연평도,2017-03-18,40
90,속초,2017-03-19,62
93,북춘천,2017-03-19,52
94,광덕산,2017-03-19,51
100,대관령,2017-03-19,39
102,백령도,2017-03-19,80
108,서울,2017-03-19,60
115,울릉도독도(감),2017-03-19,32
116,관악산,2017-03-19,59
119,수원,2017-03-19,76
121,영월,2017-03-19,43
130,울진,2017-03-19,48
132,안면도(감),2017-03-19,57
135,추풍령,2017-03-19,36
136,안동,2017-03-19,45
140,군산,2017-03-19,69
143,대구,2017-03-19,49
146,전주,2017-03-19,56
152,울산,2017-03-19,46
156,광주,2017-03-19,50
160,부산(레),2017-03-19,47
169,흑산도,2017-03-19,35
185,고산,2017-03-19,36
192,진주,2017-03-19,45
201,강화,2017-03-19,85
229,북격렬비도 *,2017-03-19,71
232,천안,2017-03-19,76
268,진도군,2017-03-19,48
273,문경,2017-03-19,36
501,연평도,2017-03-19,85
90,속초,2017-03-20,48
93,북춘천,2017-03-20,60
94,광덕산,2017-03-20,50
100,대관령,2017-03-20,35
102,백령도,2017-03-20,64
108,서울,2017-03-20,78
115,울릉도독도(감),2017-03-20,25
116,관악산,2017-03-20,66
119,수원,2017-03-20,94
121,영월,2017-03-20,32
130,울진,2017-03-20,39
132,안면도(감),2017-03-20,77
135,추풍령,2017-03-20,41
136,안동,2017-03-20,45
140,군산,2017-03-20,69
143,대구,2017-03-20,58
146,전주,2017-03-20,55
152,울산,2017-03-20,49
156,광주,2017-03-20,53
160,부산(레),2017-03-20,46
169,흑산도,2017-03-20,43
185,고산,2017-03-20,26
192,진주,2017-03-20,43
201,강화,2017-03-20,122
229,북격렬비도 *,2017-03-20,75
232,천안,2017-03-20,65
268,진도군,2017-03-20,50
273,문경,2017-03-20,38
501,연평도,2017-03-20,94
90,속초,2017-03-21,41
93,북춘천,2017-03-21,49
94,광덕산,2017-03-21,67
100,대관령,2017-03-21,39
102,백령도,2017-03-21,48
108,서울,2017-03-21,77
115,울릉도독도(감),2017-03-21,21
116,관악산,2017-03-21,65
119,수원,2017-03-21,77
121,영월,2017-03-21,38
130,울진,2017-03-21,32
132,안면도(감),2017-03-21,57
135,추풍령,2017-03-21,37
136,안동,2017-03-21,32
140,군산,2017-03-21,53
143,대구,2017-03-21,35
146,전주,2017-03-21,42
152,울산,2017-03-21,29
156,광주,2017-03-21,43
160,부산(레),2017-03-21,29
169,흑산도,2017-03-21,40
185,고산,2017-03-21,34
192,진주,2017-03-21,24
201,강화,2017-03-21,75
229,북격렬비도 *,2017-03-21,49
232,천안,2017-03-21,66
268,진도군,2017-03-21,40
273,문경,2017-03-21,47
501,연평도,2017-03-21,68
90,속초,2017-03-22,34
93,북춘천,2017-03-22,40
94,광덕산,2017-03-22,39
100,대관령,2017-03-22,30
102,백령도,2017-03-22,41
108,서울,2017-03-22,46
115,울릉도독도(감),2017-03-22,17
116,관악산,2017-03-22,38
119,수원,2017-03-22,50
121,영월,2017-03-22,31
130,울진,2017-03-22,34
132,안면도(감),2017-03-22,42
135,추풍령,2017-03-22,35
136,안동,2017-03-22,36
140,군산,2017-03-22,56
143,대구,2017-03-22,41
146,전주,2017-03-22,44
152,울산,2017-03-22,47
156,광주,2017-03-22,44
160,부산(레),2017-03-22,49
169,흑산도,2017-03-22,35
185,고산,2017-03-22,36
192,진주,2017-03-22,47
201,강화,2017-03-22,45
229,북격렬비도 *,2017-03-22,42
232,천안,2017-03-22,45
268,진도군,2017-03-22,41
273,문경,2017-03-22,38
501,연평도,2017-03-22,43
90,속초,2017-03-23,41
93,북춘천,2017-03-23,49
94,광덕산,2017-03-23,57
100,대관령,2017-03-23,33
102,백령도,2017-03-23,42
108,서울,2017-03-23,64
115,울릉도독도(감),2017-03-23,17
116,관악산,2017-03-23,70
119,수원,2017-03-23,65
121,영월,2017-03-23,40
130,울진,2017-03-23,35
132,안면도(감),2017-03-23,42
135,추풍령,2017-03-23,42
136,안동,2017-03-23,46
140,군산,2017-03-23,63
143,대구,2017-03-23,43
146,전주,2017-03-23,61
152,울산,2017-03-23,42
156,광주,2017-03-23,50
160,부산(레),2017-03-23,47
169,흑산도,2017-03-23,35
185,고산,2017-03-23,29
192,진주,2017-03-23,40
201,강화,2017-03-23,68
229,북격렬비도 *,2017-03-23,42
232,천안,2017-03-23,59
268,진도군,2017-03-23,45
273,문경,2017-03-23,45
501,연평도,2017-03-23,45
90,속초,2017-03-24,27
93,북춘천,2017-03-24,35
94,광덕산,2017-03-24,29
100,대관령,2017-03-24,28
102,백령도,2017-03-24,34
108,서울,2017-03-24,51
115,울릉도독도(감),2017-03-24,10
116,관악산,2017-03-24,45
119,수원,2017-03-24,61
121,영월,2017-03-24,28
130,울진,2017-03-24,22
132,안면도(감),2017-03-24,53
135,추풍령,2017-03-24,31
136,안동,2017-03-24,31
140,군산,2017-03-24,66
143,대구,2017-03-24,
146,전주,2017-03-24,58
152,울산,2017-03-24,25
156,광주,2017-03-24,51
160,부산(레),2017-03-24,23
169,흑산도,2017-03-24,30
185,고산,2017-03-24,34
192,진주,2017-03-24,39
201,강화,2017-03-24,50
229,북격렬비도 *,2017-03-24,34
232,천안,2017-03-24,60
268,진도군,2017-03-24,46
273,문경,2017-03-24,30
501,연평도,2017-03-24,39
90,속초,2017-03-25,23
93,북춘천,2017-03-25,37
94,광덕산,2017-03-25,31
100,대관령,2017-03-25,25
102,백령도,2017-03-25,38
108,서울,2017-03-25,52
115,울릉도독도(감),2017-03-25,10
116,관악산,2017-03-25,50
119,수원,2017-03-25,57
121,영월,2017-03-25,18
130,울진,2017-03-25,18
132,안면도(감),2017-03-25,33
135,추풍령,2017-03-25,16
136,안동,2017-03-25,15
140,군산,2017-03-25,56
143,대구,2017-03-25,22
146,전주,2017-03-25,34
152,울산,2017-03-25,20
156,광주,2017-03-25,23
160,부산(레),2017-03-25,20
169,흑산도,2017-03-25,34
185,고산,2017-03-25,17
192,진주,2017-03-25,14
201,강화,2017-03-25,49
229,북격렬비도 *,2017-03-25,36
232,천안,2017-03-25,43
268,진도군,2017-03-25,25
273,문경,2017-03-25,15
501,연평도,2017-03-25,55
90,속초,2017-03-26,24
93,북춘천,2017-03-26,34
94,광덕산,2017-03-26,43
100,대관령,2017-03-26,23
102,백령도,2017-03-26,51
108,서울,2017-03-26,50
115,울릉도독도(감),2017-03-26,9
116,관악산,2017-03-26,43
119,수원,2017-03-26,53
121,영월,2017-03-26,24
130,울진,2017-03-26,13
132,안면도(감),2017-03-26,37
135,추풍령,2017-03-26,27
136,안동,2017-03-26,16
140,군산,2017-03-26,41
143,대구,2017-03-26,22
146,전주,2017-03-26,34
152,울산,2017-03-26,15
156,광주,2017-03-26,31
160,부산(레),2017-03-26,14
169,흑산도,2017-03-26,24
185,고산,2017-03-26,33
192,진주,2017-03-26,21
201,강화,2017-03-26,61
229,북격렬비도 *,2017-03-26,38
232,천안,2017-03-26,49
268,진도군,2017-03-26,28
273,문경,2017-03-26,27
501,연평도,2017-03-26,53
90,속초,2017-03-27,40
93,북춘천,2017-03-27,39
94,광덕산,2017-03-27,41
100,대관령,2017-03-27,36
102,백령도,2017-03-27,60
108,서울,2017-03-27,63
115,울릉도독도(감),2017-03-27,11
116,관악산,2017-03-27,55
119,수원,2017-03-27,66
121,영월,2017-03-27,41
130,울진,2017-03-27,31
132,안면도(감),2017-03-27,53
135,추풍령,2017-03-27,40
136,안동,2017-03-27,44
140,군산,2017-03-27,59
143,대구,2017-03-27,44
146,전주,2017-03-27,46
152,울산,2017-03-27,38
156,광주,2017-03-27,41
160,부산(레),2017-03-27,38
169,흑산도,2017-03-27,39
185,고산,2017-03-27,47
192,진주,2017-03-27,31
201,강화,2017-03-27,76
229,북격렬비도 *,2017-03-27,59
232,천안,2017-03-27,61
268,진도군,2017-03-27,44
273,문경,2017-03-27,52
501,연평도,2017-03-27,77
90,속초,2017-03-28,54
93,북춘천,2017-03-28,60
94,광덕산,2017-03-28,58
100,대관령,2017-03-28,51
102,백령도,2017-03-28,45
108,서울,2017-03-28,65
115,울릉도독도(감),2017-03-28,17
116,관악산,2017-03-28,57
119,수원,2017-03-28,72
121,영월,2017-03-28,53
130,울진,2017-03-28,41
132,안면도(감),2017-03-28,44
135,추풍령,2017-03-28,38
136,안동,2017-03-28,45
140,군산,2017-03-28,51
143,대구,2017-03-28,52
146,전주,2017-03-28,34
152,울산,2017-03-28,37
156,광주,2017-03-28,42
160,부산(레),2017-03-28,34
169,흑산도,2017-03-28,35
185,고산,2017-03-28,26
192,진주,2017-03-28,30
201,강화,2017-03-28,62
229,북격렬비도 *,2017-03-28,54
232,천안,2017-03-28,62
268,진도군,2017-03-28,34
273,문경,2017-03-28,50
501,연평도,2017-03-28,52
90,속초,2017-03-29,55
93,북춘천,2017-03-29,64
94,광덕산,2017-03-29,50
100,대관령,2017-03-29,52
102,백령도,2017-03-29,36
108,서울,2017-03-29,48
115,울릉도독도(감),2017-03-29,38
116,관악산,2017-03-29,43
119,수원,2017-03-29,48
121,영월,2017-03-29,49
130,울진,2017-03-29,41
132,안면도(감),2017-03-29,25
135,추풍령,2017-03-29,21
136,안동,2017-03-29,35
140,군산,2017-03-29,26
143,대구,2017-03-29,31
146,전주,2017-03-29,24
152,울산,2017-03-29,28
156,광주,2017-03-29,28
160,부산(레),2017-03-29,27
169,흑산도,2017-03-29,22
185,고산,2017-03-29,44
192,진주,2017-03-29,22
201,강화,2017-03-29,42
229,북격렬비도 *,2017-03-29,22
232,천안,2017-03-29,34
268,진도군,2017-03-29,28
273,문경,2017-03-29,32
501,연평도,2017-03-29,32
90,속초,2017-03-30,49
93,북춘천,2017-03-30,59
94,광덕산,2017-03-30,58
100,대관령,2017-03-30,47
102,백령도,2017-03-30,37
108,서울,2017-03-30,57
115,울릉도독도(감),2017-03-30,29
116,관악산,2017-03-30,52
119,수원,2017-03-30,58
121,영월,2017-03-30,42
130,울진,2017-03-30,40
132,안면도(감),2017-03-30,
135,추풍령,2017-03-30,39
136,안동,2017-03-30,42
140,군산,2017-03-30,45
143,대구,2017-03-30,47
146,전주,2017-03-30,43
152,울산,2017-03-30,38
156,광주,2017-03-30,38
160,부산(레),2017-03-30,37
169,흑산도,2017-03-30,21
185,고산,2017-03-30,30
192,진주,2017-03-30,25
201,강화,2017-03-30,54
229,북격렬비도 *,2017-03-30,27
232,천안,2017-03-30,56
268,진도군,2017-03-30,33
273,문경,2017-03-30,41
501,연평도,2017-03-30,37
90,속초,2017-03-31,26
93,북춘천,2017-03-31,25
94,광덕산,2017-03-31,
100,대관령,2017-03-31,18
102,백령도,2017-03-31,48
108,서울,2017-03-31,46
115,울릉도독도(감),2017-03-31,18
116,관악산,2017-03-31,54
119,수원,2017-03-31,64
121,영월,2017-03-31,25
130,울진,2017-03-31,32
132,안면도(감),2017-03-31,
135,추풍령,2017-03-31,26
136,안동,2017-03-31,31
140,군산,2017-03-31,47
143,대구,2017-03-31,33
146,전주,2017-03-31,37
152,울산,2017-03-31,33
156,광주,2017-03-31,36
160,부산(레),2017-03-31,33
169,흑산도,2017-03-31,36
185,고산,2017-03-31,24
192,진주,2017-03-31,28
201,강화,2017-03-31,50
229,북격렬비도 *,2017-03-31,51
232,천안,2017-03-31,36
268,진도군,2017-03-31,33
273,문경,2017-03-31,32
501,연평도,2017-03-31,52
90,속초,2017-04-01,15
93,북춘천,2017-04-01,13
94,광덕산,2017-04-01,15
100,대관령,2017-04-01,15
102,백령도,2017-04-01,49
108,서울,2017-04-01,20
115,울릉도독도(감),2017-04-01,13
116,관악산,2017-04-01,20
119,수원,2017-04-01,25
121,영월,2017-04-01,13
130,울진,2017-04-01,14
132,안면도(감),2017-04-01,39
135,추풍령,2017-04-01,20
136,안동,2017-04-01,14
140,군산,2017-04-01,47
143,대구,2017-04-01,21
146,전주,2017-04-01,40
152,울산,2017-04-01,15
156,광주,2017-04-01,42
160,부산(레),2017-04-01,18
169,흑산도,2017-04-01,46
185,고산,2017-04-01,46
192,진주,2017-04-01,22
201,강화,2017-04-01,28
229,북격렬비도 *,2017-04-01,40
232,천안,2017-04-01,27
268,진도군,2017-04-01,51
273,문경,2017-04-01,16
501,연평도,2017-04-01,32
90,속초,2017-04-02,23
93,북춘천,2017-04-02,29
94,광덕산,2017-04-02,32
100,대관령,2017-04-02,24
102,백령도,2017-04-02,52
108,서울,2017-04-02,41
115,울릉도독도(감),2017-04-02,12
116,관악산,2017-04-02,37
119,수원,2017-04-02,42
121,영월,2017-04-02,20
130,울진,2017-04-02,16
132,안면도(감),2017-04-02,52
135,추풍령,2017-04-02,28
136,안동,2017-04-02,23
140,군산,2017-04-02,53
143,대구,2017-04-02,28
146,전주,2017-04-02,39
152,울산,2017-04-02,13
156,광주,2017-04-02,43
160,부산(레),2017-04-02,22
169,흑산도,2017-04-02,43
185,고산,2017-04-02,34
192,진주,2017-04-02,25
201,강화,2017-04-02,48
229,북격렬비도 *,2017-04-02,60
232,천안,2017-04-02,39
268,진도군,2017-04-02,44
273,문경,2017-04-02,24
501,연평도,2017-04-02,48
90,속초,2017-04-03,44
93,북춘천,2017-04-03,52
94,광덕산,2017-04-03,52
100,대관령,2017-04-03,45
102,백령도,2017-04-03,56
108,서울,2017-04-03,63
115,울릉도독도(감),2017-04-03,22
116,관악산,2017-04-03,51
119,수원,2017-04-03,73
121,영월,2017-04-03,44
130,울진,2017-04-03,35
132,안면도(감),2017-04-03,68
135,추풍령,2017-04-03,33
136,안동,2017-04-03,45
140,군산,2017-04-03,63
143,대구,2017-04-03,
146,전주,2017-04-03,45
152,울산,2017-04-03,35
156,광주,2017-04-03,53
160,부산(레),2017-04-03,36
169,흑산도,2017-04-03,43
185,고산,2017-04-03,36
192,진주,2017-04-03,31
201,강화,2017-04-03,70
229,북격렬비도 *,2017-04-03,60
232,천안,2017-04-03,57
268,진도군,2017-04-03,52
273,문경,2017-04-03,38
